Name,Age,Height_in_cms,Weight_in_kg,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,CF,RW,CAM,CM,RM,CDM,RWB,CB,RB,OVA
Jorge Molina,38,187.96,71.55,ST,377,330,226,337,359,96,55,78,76,70,74,70,68,58,51,55,48,78
R. Krauße,26,177.8,74.25,CB,225,256,346,333,273,200,52,50,51,51,52,57,55,65,64,67,65,66
G. González,25,172.72,72.45,RWB,256,302,386,324,261,211,53,56,57,60,58,62,63,67,72,65,71,73
M. Rose,36,180.34,77.4,CM,275,315,284,328,304,176,54,55,56,56,57,59,57,59,58,59,58,60
D. Lachman,29,187.96,74.25,CB,243,275,243,342,268,190,56,54,53,51,54,59,54,64,59,65,60,66
M. Araujo,25,180.34,70.65,CB,241,237,323,292,244,218,61,50,48,49,49,54,52,66,63,70,65,70
R. Ranftl B,28,180.34,74.25,RM,325,314,363,338,317,190,45,67,69,70,69,68,71,68,70,65,69,72
A. Sampsted,22,180.34,71.55,RB,241,257,358,301,259,186,53,53,55,57,55,56,59,60,64,62,64,66
D. McNamara B,21,175.26,71.55,RB,206,231,349,257,243,171,52,47,49,52,50,50,54,55,58,57,58,60
R. Draper,31,195.57999999999998,86.4,CB,248,287,232,354,320,179,58,59,58,55,58,61,57,63,59,64,59,61
N. Belloni,22,175.26,67.5,LM,274,287,339,275,226,98,46,58,60,61,60,55,60,45,50,39,47,61
N. Laursen,22,182.88,69.3,CAM,319,352,363,311,266,94,38,65,68,70,69,63,69,51,56,44,53,70
B. Saka,18,177.8,64.35000000000001,LM,313,337,404,309,314,175,50,66,71,74,73,70,74,65,69,59,67,75
Juanjo Nieto,25,175.26,70.65,RB,305,317,371,333,307,195,55,66,68,69,69,68,69,67,69,65,69,71
Pol Lozano,20,175.26,67.5,CAM,249,286,319,279,273,170,48,56,61,61,63,63,63,58,58,53,57,63
R. Holding,24,187.96,80.55,CB,255,251,310,292,284,230,62,53,55,55,57,62,58,71,68,75,70,75
J. Cole,33,175.26,72.45,CAM,337,387,295,284,317,99,51,64,69,70,71,66,68,54,52,46,47,71
A. Touba,22,182.88,80.55,LWB,273,294,330,328,284,184,49,57,60,62,61,61,63,62,64,61,63,65
M. Maolida,21,182.88,77.4,CAM,319,313,375,319,261,59,47,69,71,71,71,63,69,47,50,40,46,69
J. Morel,22,182.88,79.2,CDM,268,274,333,319,311,192,49,59,61,60,63,67,63,68,66,66,66,69
R. Torres,34,187.96,87.3,CB,261,209,205,320,282,203,47,55,49,45,47,53,46,63,55,69,57,69
J. Gutiérrez,36,182.88,72.45,CM,306,319,291,328,321,196,51,64,67,67,68,69,68,68,67,65,66,69
H. Ruíz Díaz,27,177.8,69.3,RB,269,264,307,310,267,189,53,55,56,57,57,59,59,62,64,65,64,66
W. Ndidi,23,182.88,73.35000000000001,CB,321,341,365,412,366,261,54,71,72,69,72,77,71,83,80,85,81,84
J. Vivar,21,165.1,65.7,ST,308,271,364,336,263,86,43,68,68,68,66,58,67,47,50,43,47,68
F. Mussis,27,175.26,74.25,CDM,298,323,347,373,329,206,61,64,65,65,66,67,65,69,68,69,68,70
A. Uzodimma,21,182.88,78.3,CB,240,255,299,268,235,168,59,50,51,51,51,53,53,55,55,56,55,56
B. Kone,19,180.34,74.25,ST,284,276,296,266,230,96,41,60,58,58,56,49,56,41,45,39,44,58
R. Ledezma,18,167.64000000000001,63.45,RM,282,327,367,251,266,132,56,57,62,64,64,63,65,56,58,48,56,65
C. Gallagher,20,182.88,73.35000000000001,CAM,273,322,331,320,329,168,46,65,69,67,70,70,68,67,63,61,62,70
Gustavo Lobateiro,20,180.34,75.60000000000001,CAM,326,297,367,311,281,85,52,69,71,72,72,65,71,52,55,46,51,72
E. Rashani,27,180.34,70.65,LW,298,314,371,317,295,102,55,65,67,68,66,61,68,53,57,48,54,68
A. Poungouras,24,187.96,76.5,CB,226,216,306,323,253,210,45,50,48,47,49,53,49,63,60,68,63,68
D. Holmes,25,167.64000000000001,64.35000000000001,CAM,309,319,406,281,301,154,49,64,69,71,71,68,71,60,64,54,62,71
B. Purrington,24,177.8,72.45,LWB,284,273,354,306,265,190,55,57,58,60,59,60,62,63,66,64,65,67
J. Scally,17,177.8,66.60000000000001,CB,172,186,291,207,222,154,49,41,44,45,44,42,45,46,48,50,49,51
S. Graves,21,190.5,77.4,CB,202,202,234,248,190,168,45,41,41,42,43,47,45,54,52,56,53,56
J. Labadie,29,187.96,88.2,CDM,274,285,284,335,304,179,48,59,59,59,59,61,61,63,62,63,61,61
Pedro Sánchez,33,175.26,73.35000000000001,RM,302,359,386,378,280,103,54,66,68,70,69,64,70,54,57,46,53,71
S. Matoug,19,177.8,71.55,CAM,261,295,300,250,242,121,48,55,57,58,58,55,58,49,51,45,50,59
G. Nurse,21,180.34,77.4,LM,241,254,337,310,248,156,41,54,55,57,54,53,57,53,57,52,55,57
N. Loosli,23,185.42,83.25,CB,235,215,317,312,212,188,49,52,49,49,48,50,50,58,58,64,60,64
H. Ibusuki,29,195.57999999999998,88.2,ST,311,242,216,285,189,69,64,64,58,55,54,48,54,39,40,40,39,64
D. Grant,20,177.8,69.3,RM,256,218,366,284,204,119,43,56,58,60,57,50,59,41,50,40,49,60
M. Moya,21,167.64000000000001,62.550000000000004,RM,251,297,368,281,217,112,51,57,61,62,62,57,63,48,52,41,50,63
B. Gürbüz,17,172.72,67.5,RM,225,266,308,247,219,110,53,50,53,54,52,49,54,42,46,39,44,55
Han Pengfei,27,190.5,87.3,CB,257,242,286,331,269,178,44,55,54,53,55,59,54,62,58,62,58,62
S. Ulreich,31,193.04,86.4,GK,88,100,234,220,111,48,381,28,29,27,30,32,29,31,27,27,26,79
A. Małachowski,22,182.88,77.4,CM,272,291,290,282,270,169,41,54,55,56,57,59,58,59,58,57,58,59
A. Gürleyen,21,193.04,89.10000000000001,CB,216,190,259,294,228,164,34,45,40,40,40,44,42,53,50,59,52,59
T. Gundelund,18,180.34,67.5,RWB,237,254,325,292,246,167,45,53,56,58,57,57,59,59,60,57,59,60
T. Smith,28,185.42,83.25,RB,275,299,332,301,315,208,66,61,64,65,65,67,67,69,70,69,70,72
H. Magnússon,27,190.5,80.55,CB,289,334,317,340,251,223,40,57,56,58,57,62,61,71,70,73,71,73
T. Omole,19,187.96,84.15,CB,206,195,277,271,224,162,52,45,44,45,44,46,47,51,52,54,53,54
O. Hawsawi,34,185.42,75.60000000000001,CB,194,188,300,303,260,193,46,47,46,45,47,51,47,62,58,67,60,67
R. Palacio,38,175.26,69.3,RW,372,367,381,323,351,127,82,75,77,77,77,70,76,60,62,56,59,75
Vadillo,25,180.34,69.3,RW,311,360,397,320,292,86,43,69,73,75,73,65,73,52,57,44,53,74
S. Lusiusz,20,180.34,68.4,CDM,248,261,331,326,297,176,42,57,59,59,61,63,60,64,62,62,61,63
H. Herrera,30,185.42,79.2,CM,338,361,364,407,393,230,54,75,77,76,78,80,77,81,78,77,77,81
V. Darida,29,172.72,66.60000000000001,CM,339,381,371,372,347,211,74,70,74,74,75,77,75,73,74,67,73,77
H. McGahey,24,187.96,84.15,CB,212,213,301,301,236,192,47,48,47,47,48,52,50,60,58,64,61,64
G. Correa,30,170.18,64.35000000000001,LM,277,325,341,330,295,133,51,61,65,66,66,62,66,56,59,51,56,67
T. Chacon,19,165.1,57.6,RM,251,262,356,236,225,100,58,54,58,60,59,55,60,45,49,38,46,59
J. Gaari,26,180.34,76.5,RB,238,232,334,330,261,185,57,55,56,57,55,55,58,59,63,63,63,65
Kenny Rocha Santos,20,175.26,67.5,CAM,281,315,354,293,305,173,44,59,63,63,64,64,64,61,61,59,60,64
S. Edera,23,175.26,69.3,CAM,307,328,325,253,244,122,58,63,66,66,66,60,64,47,50,42,48,66
J. Akomadi,20,180.34,74.25,CAM,274,281,318,265,253,91,60,63,66,65,65,59,64,46,48,39,45,65
Du Jia,27,185.42,74.25,GK,87,108,251,214,130,36,289,27,30,28,32,32,31,28,25,25,25,61
Victor Hugo,19,165.1,62.550000000000004,RW,277,337,378,275,267,82,58,65,66,69,66,62,67,51,51,42,45,66
G. Simeone,21,180.34,74.25,ST,262,231,305,327,244,79,48,61,58,56,56,52,55,42,43,41,42,61
F. Stojilković,20,185.42,79.2,ST,245,227,295,304,250,65,43,57,56,54,54,48,52,39,40,39,38,57
J. Lucumí,25,177.8,74.25,RM,291,309,377,317,291,71,47,67,71,72,71,65,72,51,54,40,49,73
Marcelo Djaló,26,193.04,90.45,CB,189,206,260,305,220,192,60,46,43,42,41,45,44,57,54,65,57,65
U. Račić,22,193.04,80.55,CM,343,354,298,369,354,217,53,71,72,71,73,75,72,75,73,73,72,75
Kim Gun Hee,25,185.42,78.3,ST,307,237,331,333,291,81,41,66,64,63,61,56,61,49,51,48,49,66
G. Gudmundsson,21,180.34,71.55,LM,278,275,374,344,242,94,43,63,64,65,63,57,64,49,54,43,51,65
K. Volland,27,177.8,84.15,ST,397,389,384,419,360,105,43,81,80,79,80,77,79,64,64,57,61,81
K. Nkuba,18,172.72,69.3,RM,236,256,355,219,190,58,55,52,57,60,57,48,58,37,43,31,39,59
L. Barrios,35,187.96,83.25,ST,336,316,288,346,319,118,65,70,68,66,66,63,65,55,53,53,52,70
G. Crettaz,20,180.34,77.4,GK,65,64,174,182,96,36,312,21,20,18,20,21,19,21,19,21,19,61
F. Černych,29,182.88,74.25,RM,304,277,365,339,234,80,41,66,67,67,66,59,67,46,50,41,47,68
M. Schimpelsberger B,29,180.34,72.45,RB,248,268,335,312,287,180,55,56,57,58,57,58,59,61,62,62,62,64
M. Gradel,32,177.8,69.3,LW,350,364,382,347,338,106,53,74,77,77,76,71,75,59,61,52,58,77
Xabi Alonso,34,182.88,79.2,CM,367,413,265,348,405,206,45,71,73,71,77,82,73,79,72,72,70,82
Allan Bardinho,28,175.26,71.55,CAM,314,341,354,303,304,88,60,67,72,73,74,71,73,56,57,44,53,74
B. Servania,21,177.8,72.45,CAM,257,290,308,270,263,148,51,55,57,57,59,58,58,56,54,53,54,58
J. Ramírez,19,170.18,59.4,RM,266,269,329,283,220,85,57,57,59,61,59,55,61,44,49,37,46,62
Luis Carbonell,17,170.18,66.60000000000001,CAM,276,287,333,271,229,41,61,60,62,61,60,53,60,38,42,32,39,60
M. Al Owais,28,187.96,78.3,GK,93,89,258,233,136,46,351,29,30,27,31,31,29,28,27,28,27,71
João Félix,20,180.34,69.3,CAM,381,378,410,381,337,107,66,80,81,81,81,74,80,60,63,53,59,81
M. Belyaev,27,187.96,85.5,CB,226,200,305,264,249,220,60,45,43,43,45,52,47,66,61,71,65,72
L. Júnior,29,180.34,78.3,LM,325,308,377,396,282,82,53,74,74,75,72,64,74,51,56,46,51,75
R. Bennett,27,190.5,75.60000000000001,CB,239,238,310,315,249,186,46,50,50,52,52,55,54,61,61,63,62,64
R. Preißinger,23,185.42,77.4,LWB,274,260,321,357,284,175,55,58,59,59,59,62,61,63,64,62,63,64
K. Hernández,18,172.72,59.4,CAM,230,282,340,257,262,140,45,53,57,58,59,57,59,52,53,49,52,60
H. Çalhanoğlu,26,177.8,75.60000000000001,CAM,359,429,362,341,344,174,50,73,78,78,80,79,78,70,70,60,67,79
K. Akpoguma,25,193.04,84.15,CB,276,240,326,305,274,229,56,60,58,58,56,59,60,69,70,73,71,73
L. Verstraete,21,185.42,79.2,CDM,287,326,315,351,310,197,42,61,62,62,64,67,64,68,66,67,66,67
J. Ngakia,19,177.8,72.45,RWB,230,228,337,245,233,194,63,48,51,55,52,52,57,58,63,61,63,65
T. Cahill,37,177.8,63.45,ST,356,312,343,373,345,131,44,73,70,66,68,64,64,59,55,61,55,70
Y. Cheberko,22,177.8,65.7,LB,234,247,349,267,249,208,47,48,49,52,51,55,55,64,66,66,67,66
N. Sangaré,26,185.42,71.55,RWB,279,307,389,335,291,210,54,62,65,67,65,66,70,69,73,69,72,74
J. Cacciabue,22,172.72,72.45,CDM,280,282,305,301,290,199,57,58,61,60,63,66,61,67,64,64,63,68
R. Mahazi,28,182.88,74.25,CDM,239,249,301,295,299,188,44,51,54,55,56,59,57,63,61,62,61,64
R. Law,20,177.8,67.5,LB,165,167,291,227,215,143,50,39,40,42,38,37,43,43,48,48,48,50
O. Osawe,26,180.34,78.3,ST,288,231,376,355,233,72,48,65,63,63,61,53,61,43,47,42,45,65
A. Ba Loua,23,170.18,63.45,LM,319,345,419,302,275,66,56,65,70,73,71,65,73,50,55,40,51,73
V. Buyalskyi,27,180.34,65.7,CM,298,321,392,304,315,208,51,65,72,72,73,74,72,70,72,62,71,74
J. Cádiz,24,190.5,84.15,ST,322,251,315,344,297,80,41,72,69,66,66,60,66,50,50,47,48,72
J. Dongou Tsafack,23,175.26,69.3,ST,286,248,405,350,227,66,54,65,64,64,61,53,63,42,47,40,45,66
Daniel Fuzato,22,190.5,87.3,GK,87,73,167,172,111,31,323,25,25,23,26,27,24,23,20,21,20,66
T. Bair,20,193.04,97.2,ST,244,216,315,320,238,56,53,60,58,56,54,47,54,39,40,40,38,60
A. Manzur,19,170.18,63.45,CM,232,250,300,286,264,172,49,52,54,53,55,56,55,56,54,55,54,56
Aridai,31,172.72,63.45,RW,309,301,413,339,263,61,49,70,71,71,69,60,69,46,50,40,46,70
J. Quiñonez,18,187.96,87.3,CB,183,170,252,268,180,157,56,40,39,39,40,43,41,50,48,54,50,54
J. Larsson,30,182.88,74.25,RB,309,335,383,369,332,191,67,66,67,68,67,68,69,68,70,66,69,71
R. Mazáň,25,180.34,78.3,CDM,300,288,330,304,308,181,56,59,61,61,62,64,63,67,65,66,65,66
N. Süle,24,195.57999999999998,96.3,CB,253,233,281,333,279,260,58,57,55,52,56,65,55,78,71,83,75,84
Y. van Osch,23,182.88,72.45,GK,86,110,223,194,108,42,316,27,29,27,30,30,28,27,25,23,25,62
S. Wright,22,175.26,64.35000000000001,RM,247,288,383,238,230,81,57,57,61,63,61,54,62,43,49,36,46,63
Josué Sá,27,187.96,77.4,CB,235,266,280,276,257,218,67,52,52,50,53,58,53,68,63,71,64,72
M. Wagué,29,190.5,84.15,CB,214,196,239,308,246,215,39,46,42,41,42,49,44,63,58,71,61,71
Ansu Fati,17,177.8,65.7,LW,333,334,417,322,276,83,40,71,74,76,74,67,74,50,55,42,52,76
R. Cretaro,38,165.1,63.45,CF,280,281,301,260,252,91,66,54,56,56,56,51,54,42,42,39,40,56
L. Beckemeyer,20,182.88,74.25,GK,52,54,174,208,70,27,269,19,17,16,18,18,17,19,17,20,17,54
W. Rémy,29,182.88,74.25,CB,242,261,295,330,245,183,52,51,51,52,54,56,53,62,58,66,59,66
C. Zimba,18,185.42,67.5,ST,239,234,306,281,247,127,46,54,54,53,54,53,54,51,50,50,50,54
J. Bartosz,22,182.88,76.5,RB,252,258,349,319,267,172,53,60,60,61,58,57,61,60,62,60,61,62
R. Norrington-Davies,21,180.34,69.3,LB,253,263,347,284,237,179,60,52,53,56,53,53,58,57,62,57,62,64
J. Kitolano,20,175.26,64.35000000000001,LWB,225,259,382,291,237,178,51,52,56,59,56,55,61,58,63,57,62,64
A. Peña,19,177.8,63.45,GK,55,58,178,187,55,31,273,20,17,16,17,18,17,18,18,19,18,56
M. Foulds,21,180.34,74.25,CB,215,192,275,252,233,180,52,42,44,46,46,48,48,56,57,60,58,59
F. Luckeneder,26,190.5,72.45,CB,192,180,255,252,233,208,41,41,38,37,38,46,41,60,57,67,60,67
J. Burkardt,19,180.34,75.60000000000001,ST,286,268,352,307,236,66,52,65,65,65,64,56,63,44,46,40,44,65
Song Yue,28,185.42,78.3,RM,211,215,286,258,220,126,36,46,46,47,47,47,49,47,47,46,47,47
F. Bloch,20,190.5,77.4,GK,57,73,165,181,81,36,272,21,20,19,21,21,20,21,19,21,18,55
M. Matvienko,24,180.34,75.60000000000001,CB,272,231,352,338,279,228,45,58,58,59,58,61,61,69,71,73,72,73
Ewandro,22,175.26,66.60000000000001,LW,318,312,380,277,251,96,58,67,70,71,69,61,69,47,52,40,48,70
A. Giannou,30,185.42,71.55,ST,317,283,314,361,282,64,59,70,67,64,64,60,63,48,46,45,44,70
Adryan Zonta,28,172.72,67.5,LWB,351,356,426,385,341,214,60,72,74,76,74,74,77,75,79,73,78,81
R. Ruidíaz,29,170.18,65.7,ST,364,338,415,359,305,79,53,77,76,76,74,66,74,51,56,46,53,77
G. Lódico,22,172.72,62.550000000000004,CAM,297,358,385,299,304,161,45,63,68,69,70,69,70,64,65,57,63,69
J. Albert,28,185.42,85.5,CB,183,165,265,289,193,185,50,41,38,38,39,42,39,53,51,61,54,61
J. van Hecke,20,187.96,79.2,CB,226,307,266,323,274,202,40,53,53,51,53,57,53,64,59,67,61,67
L. Ríos,22,175.26,74.25,RM,273,283,344,283,257,82,50,61,63,65,62,55,63,43,48,37,45,64
A. Weis,30,187.96,83.25,GK,78,81,219,212,91,40,320,25,25,24,25,25,25,25,24,24,23,65
M. Wasilewski,39,185.42,87.3,CB,269,249,175,291,316,193,49,53,47,45,46,50,45,59,53,67,55,68
Gonçalo Ramos,19,182.88,76.5,ST,295,284,375,315,258,62,53,65,66,65,64,58,64,46,48,40,46,66
M. Kryeziu,23,195.57999999999998,95.4,CB,167,136,192,261,175,169,43,35,30,30,31,37,33,50,46,59,48,59
C. Essers,23,182.88,66.60000000000001,RB,211,250,323,263,233,186,46,47,51,53,54,58,57,62,62,61,62,64
D. Dessoleil,27,187.96,79.2,CB,233,273,295,340,262,220,57,54,50,47,50,57,49,68,63,73,65,73
G. Cano,31,175.26,72.45,ST,347,334,355,371,315,86,51,77,75,72,73,67,70,54,53,48,50,78
M. Canizalez,24,172.72,71.55,RM,200,198,187,233,181,92,61,59,59,57,55,53,57,51,54,49,51,57
M. Dulca,21,182.88,77.4,RM,251,264,331,312,275,160,58,57,58,58,58,58,59,59,59,58,58,60
R. Bezjak,31,177.8,69.3,ST,333,273,362,337,259,75,58,67,67,67,66,58,66,46,50,42,47,67
Unai Medina,30,177.8,77.4,RB,250,299,356,394,297,196,69,60,59,60,58,60,61,66,68,68,67,69
L. Pintor,19,177.8,65.7,ST,298,279,370,309,237,70,46,66,66,66,65,57,65,43,47,38,45,66
D. Bakar,28,170.18,68.4,ST,327,333,377,342,284,59,62,68,69,69,68,62,68,49,52,43,49,69
A. Mac Allister,21,175.26,71.55,CAM,355,390,355,347,320,170,56,72,74,75,75,72,74,64,66,59,63,75
B. Kamara,20,182.88,67.5,CDM,278,331,353,325,337,232,45,60,64,65,68,73,68,78,74,76,75,79
L. Sané,32,193.04,76.5,CB,244,255,266,335,283,211,43,55,56,54,57,61,56,67,63,71,64,72
L. Østigård,20,185.42,80.55,CB,233,228,331,311,232,208,50,51,48,49,49,53,51,64,62,69,64,69
S. Driussi,21,177.8,81.45,CAM,362,312,391,368,285,56,63,75,75,75,76,70,75,52,54,43,50,76
S. Papagiannopoulos,29,190.5,87.3,CB,253,262,310,311,269,207,46,55,55,55,57,60,58,68,64,71,65,71
L. Melano,27,185.42,71.55,RM,310,294,354,329,266,87,60,66,66,67,66,61,67,50,53,45,50,66
Y. Otto,21,180.34,70.65,ST,247,227,356,290,252,109,51,61,62,61,61,56,60,49,52,46,50,61
H. Crespo,35,182.88,80.55,ST,364,273,291,305,310,52,60,75,71,63,71,56,59,46,42,42,40,76
S. Atakayi,20,170.18,64.35000000000001,RM,241,239,374,241,197,78,55,55,57,59,56,49,59,40,46,34,44,60
F. Rogić,27,182.88,76.5,CM,286,296,348,350,324,182,46,64,65,65,65,66,66,66,66,64,65,66
R. Nteka,22,187.96,74.25,ST,325,304,372,369,331,187,51,71,70,69,70,68,69,67,66,68,66,71
M. Farrero,27,167.64000000000001,68.4,CAM,285,345,403,300,302,165,58,63,67,68,67,64,67,60,63,55,61,67
M. Araújo,20,177.8,69.3,LB,223,263,351,235,272,166,51,51,55,57,56,53,57,56,58,58,58,60
U. Dávila,29,172.72,64.35000000000001,CAM,346,364,383,348,319,112,45,71,72,72,72,67,71,58,59,53,56,72
Lee Jae Ik,21,185.42,75.60000000000001,CB,194,170,276,268,253,186,49,43,43,42,46,50,45,58,54,62,57,62
S. Loach,28,190.5,93.15,GK,99,88,289,213,127,49,322,28,28,29,29,27,29,27,27,29,28,65
Hélder Postiga,32,180.34,75.60000000000001,ST,349,312,359,375,329,86,61,74,73,71,70,64,70,53,55,50,52,74
H. Kyprianou,23,182.88,68.4,CB,255,250,321,283,267,182,57,53,52,54,52,53,55,58,59,61,60,61
A. Barreal,19,172.72,65.7,RW,287,303,390,314,225,89,49,63,66,68,64,56,66,44,52,39,49,68
Lee Chang Min,25,177.8,76.5,CM,288,283,341,368,317,164,64,65,67,65,68,69,66,65,62,60,61,70
Nacho Vidal B,25,180.34,74.25,RB,324,313,355,307,287,217,43,66,67,69,67,68,70,71,74,71,74,76
K. Manolas,29,187.96,82.35000000000001,CB,208,220,371,288,245,257,49,52,50,50,50,56,54,73,71,82,75,83
J. Basanta,35,187.96,77.4,CB,274,267,233,299,278,204,51,56,54,52,53,57,53,64,61,68,62,69
M. Bolados,24,167.64000000000001,71.55,RM,266,309,394,338,305,175,49,65,69,71,70,68,71,64,67,58,64,71
K. Malinov,26,170.18,64.35000000000001,CDM,234,279,360,324,306,204,57,58,61,61,62,65,63,68,67,64,66,69
Chumi,21,185.42,77.4,CB,223,231,273,287,249,197,55,48,49,48,50,54,50,61,59,64,60,64
M. George,26,187.96,79.2,ST,281,266,362,366,253,74,47,66,63,61,59,52,61,44,46,45,45,66
Y. Nader,21,177.8,71.55,CDM,237,258,303,318,276,200,37,51,52,53,55,59,56,66,63,66,63,67
Burgui,26,182.88,74.25,LM,326,362,347,313,276,108,46,69,72,73,72,67,72,55,58,48,54,73
Regalón,33,182.88,67.5,CB,228,255,321,314,255,186,65,51,50,49,50,54,52,61,59,64,61,64
F. Margiotta,26,177.8,75.60000000000001,ST,317,313,332,335,277,64,66,68,68,67,67,61,66,48,50,41,47,68
S. Karamoko,27,170.18,64.35000000000001,RB,237,271,390,311,285,191,47,55,59,62,60,60,63,63,67,64,66,68
J. Pretel,36,187.96,88.2,GK,69,68,189,226,91,34,309,23,22,21,22,23,23,22,22,22,21,62
Borja Mayoral,23,182.88,73.35000000000001,ST,362,335,351,372,306,93,51,76,76,74,75,70,73,57,57,51,53,76
E. Çolak,28,170.18,66.60000000000001,CAM,347,371,371,275,310,120,47,67,70,71,71,68,71,57,60,48,57,72
Y. Gil,19,177.8,69.3,GK,59,65,185,159,83,42,287,20,19,17,18,19,18,19,19,20,19,59
M. Senesi,23,185.42,79.2,CB,261,264,324,301,287,238,49,55,58,59,61,67,62,75,71,77,72,77
K. Trapp,29,187.96,87.3,GK,74,72,258,265,127,39,407,30,30,27,29,28,28,28,28,28,28,83
M. Naji,26,175.26,74.25,CB,231,240,310,327,262,171,52,51,52,52,53,54,53,57,56,59,56,59
F. Smolov,30,187.96,79.2,CF,363,357,380,366,329,78,66,76,77,76,76,69,75,55,57,48,54,76
R. van der Vaart,35,175.26,73.35000000000001,CAM,336,368,253,243,332,128,60,61,64,64,67,66,63,57,52,49,49,67
K. Al Ghamdi,32,165.1,63.45,RB,238,281,381,267,284,178,64,53,58,61,60,60,63,62,65,62,65,67
Muriqui,34,170.18,67.5,RM,337,341,409,342,312,122,45,73,74,74,73,67,74,57,62,52,60,73
Alberto Perea,29,177.8,73.35000000000001,LM,302,353,360,335,252,81,42,66,68,69,68,62,68,49,51,42,48,69
A. Le Tallec,34,185.42,72.45,ST,326,326,280,322,276,99,60,64,63,62,63,61,62,50,50,45,48,65
E. Hernández,32,170.18,69.3,RM,347,373,376,362,301,141,50,72,76,76,76,73,76,61,64,53,61,77
A. Dovbyk,22,182.88,75.60000000000001,ST,261,239,322,323,232,64,53,61,59,58,56,49,56,41,43,40,40,62
S. Lammens,17,193.04,71.55,GK,76,86,165,168,91,34,275,22,21,20,23,25,22,25,21,23,20,57
A. Lennon,33,165.1,62.550000000000004,RM,299,333,398,293,316,149,55,65,71,73,72,68,72,61,63,53,60,73
Javito,19,180.34,74.25,CB,230,221,293,290,234,174,46,48,48,48,49,52,50,57,57,59,58,58
Tiago Volpi,27,185.42,84.15,GK,98,176,302,267,109,38,376,33,32,30,31,29,31,28,29,27,28,78
Fernandinho Silva,34,170.18,69.3,LM,319,351,417,355,301,162,53,69,72,73,71,66,72,59,63,56,61,73
S. Ojo,23,177.8,80.55,LM,279,306,355,264,260,91,54,63,65,67,65,59,66,48,52,41,49,67
C. Stokes,29,185.42,82.35000000000001,CB,228,239,266,297,253,181,61,49,50,50,51,54,52,58,58,61,58,61
A. Nandzik,27,172.72,72.45,LB,207,259,396,335,265,181,50,52,56,58,57,56,59,58,64,58,63,65
A. Mazzotta,30,182.88,72.45,LM,300,320,375,333,315,193,51,63,65,67,65,66,69,66,70,65,69,70
José Mirazar,24,180.34,73.35000000000001,LM,348,382,362,322,306,77,50,70,73,74,74,71,75,56,59,46,55,74
Hou Yongyong,22,182.88,73.35000000000001,CAM,259,297,341,299,256,130,65,58,60,61,61,58,61,53,55,50,53,62
D. Alibec,29,187.96,87.3,ST,335,353,335,367,364,123,48,72,71,70,70,67,69,61,60,58,58,72
A. Fontana,24,175.26,71.55,ST,299,250,353,335,250,76,69,68,67,65,64,57,63,46,47,42,45,68
M. McKee,19,177.8,72.45,CAM,203,245,311,300,275,101,35,50,55,53,58,57,54,52,47,44,45,58
Y. Carrasco,26,180.34,71.55,LM,354,401,422,373,311,106,49,78,81,82,80,72,80,57,61,48,57,82
E. Weeger,22,177.8,73.35000000000001,RB,217,225,342,255,237,169,52,45,48,52,51,52,55,57,59,58,59,60
R. Wintle,23,180.34,63.45,CM,271,303,345,345,287,185,54,59,61,62,63,65,63,65,64,62,64,66
A. Castro,26,170.18,69.3,LM,273,330,373,294,274,107,64,59,64,66,65,61,66,53,54,45,50,67
M. De Cuyper,19,182.88,71.55,LM,282,333,337,328,263,178,41,61,62,64,62,62,63,61,63,58,62,64
Y. Clementia,21,187.96,79.2,GK,70,97,220,210,87,43,340,25,25,23,25,26,25,26,24,24,23,69
K. Bare,22,175.26,71.55,CM,287,301,350,308,300,191,60,62,65,65,66,67,66,67,65,64,65,67
M. Thychosen,23,177.8,74.25,RM,300,308,377,352,282,186,57,64,66,67,66,65,68,64,67,63,66,68
Cafu,37,175.26,74.25,CF,270,287,230,266,335,174,79,62,62,84,72,79,84,82,86,83,83,83
N. Collins,19,193.04,80.55,CB,182,197,272,270,229,184,47,43,43,43,45,50,46,60,57,62,58,62
P. Bjur,20,180.34,77.4,LM,251,246,341,265,245,136,48,54,56,57,57,55,57,52,54,50,53,58
K. Evans,18,170.18,69.3,CAM,234,239,352,254,217,103,52,52,54,55,55,50,54,44,47,40,45,55
S. Beusnard,28,170.18,61.65,RM,289,269,356,285,217,44,44,61,63,63,62,54,62,39,44,31,41,63
R. Opruț,22,180.34,69.3,LB,223,211,323,253,251,181,54,46,49,53,50,50,54,57,61,61,62,64
R. Aït Nouri,19,177.8,69.3,LB,275,295,348,242,281,211,60,56,61,63,62,63,64,65,69,65,69,71
O. Okwonkwo,22,172.72,71.55,ST,312,309,380,335,279,132,54,68,68,69,67,61,67,55,57,53,55,69
M. Ørnskov,33,185.42,81.45,CDM,306,298,281,344,299,185,67,59,58,58,60,63,60,66,63,65,63,64
O. Nyland,29,193.04,89.10000000000001,GK,85,117,260,246,113,40,362,30,29,27,29,31,30,30,27,28,26,72
Tony Abranjes,32,177.8,79.2,CB,252,286,330,363,271,239,47,55,53,52,54,61,55,74,70,80,73,80
P. Erhardt,26,185.42,69.3,CB,237,260,271,334,268,181,51,52,52,52,54,58,54,62,59,64,59,63
J. Paradela,21,177.8,70.65,CAM,260,291,306,276,245,138,57,56,59,59,60,57,60,51,52,46,51,57
